stop_id,stop_name,stop_lat,stop_lon,country
8504306,CORTEBERT,47.189337,7.107309,Switzerland
8504308,CORMORET,47.172947,7.054123,Switzerland
8504309,VILLERET,47.160204,7.019675,Switzerland
8504311,SONVILIER,47.141342,6.969352000000001,Switzerland
8504312,RENAN BE,47.12572,6.925382000000001,Switzerland
8504234,CHAMBRELIEN,46.967109,6.812256,Switzerland
8504236,LES GENEVEYS-SUR-COFFRANE,47.015096,6.853217,Switzerland
8504237,LES HAUTS-GENEVEYS,47.047177000000005,6.874673,Switzerland
8500128,BONCOURT,47.492632,7.016551,Switzerland
8500144,BUIX,47.479333000000004,7.029967,Switzerland
8500143,GRANDGOURT,47.46992,7.048107000000001,Switzerland
8500127,COURTEMAICHE,47.455869,7.05538,Switzerland
8500141,COURCHAVON,47.439774,7.057645,Switzerland
8500126,PORRENTRUY,47.420916,7.080077,Switzerland
8502110,DULLIKEN,47.354276,7.946501,Switzerland
8502111,DANIKEN SO,47.356390000000005,7.978771000000001,Switzerland
8502112,SCHONENWERD SO,47.371424,8.000158,Switzerland
8502213,WOHLEN AG,47.348464,8.269792,Switzerland
